,hf,mech,parameter,inc,lambda,max V,max Cai,max Ta,max CaTrpn,TT max V,TT max Cai,TT max Ta,TT max CaTrpn,min V,min Cai,min Ta,min CaTrpn,ADP40,ADP90,CATD30,CATD90,TAD50,TAD90
5,gomez,iso,gammas,1.2,0.95,40.11526541412486,0.00021792552720901616,3.7491916750811325,0.09219015630103365,16.3,177.2,260.2,186.5,-87.77103856130681,9.43813499947994e-05,0.11789547618127416,0.01880345471254035,239.5,343.7,338.3,731.1,418.4,614.6
6,gomez,iso,gammas,0.8,1.0,40.064035868515795,0.0002028781315937794,7.026599527100777,0.11465844432286477,16.4,197.4,277.7,206.1,-87.7497183077163,9.77166375992807e-05,0.35238659807635336,0.029375577395216595,241.0,342.9,361.0,786.6,457.0,692.2
7,gomez,iso,gammas,1.0,1.0,40.064035868515795,0.0002028781315937794,7.026599527100777,0.11465844432286477,16.4,197.4,277.7,206.1,-87.7497183077163,9.77166375992807e-05,0.35238659807635336,0.029375577395216595,241.0,342.9,361.0,786.6,457.0,692.2
8,gomez,iso,gammas,1.2,1.0,40.064035868515795,0.0002028781315937794,7.026599527100777,0.11465844432286477,16.4,197.4,277.7,206.1,-87.7497183077163,9.77166375992807e-05,0.35238659807635336,0.029375577395216595,241.0,342.9,361.0,786.6,457.0,692.2
9,gomez,iso,gammas,0.8,1.05,39.99361123620087,0.00018765664251864752,14.577277398471438,0.15172869641564665,16.5,216.2,298.4,224.1,-87.70921447201505,0.00010373920818287599,1.5692653442104643,0.052230419229483,242.6,342.0,386.6,836.7,513.4,788.5
10,gomez,iso,gammas,1.0,1.05,39.99361123620087,0.00018765664251864752,14.577277398471438,0.15172869641564665,16.5,216.2,298.4,224.1,-87.70921447201505,0.00010373920818287599,1.5692653442104643,0.052230419229483,242.6,342.0,386.6,836.7,513.4,788.5
11,gomez,iso,gammas,1.2,1.05,39.99361123620087,0.00018765664251864752,14.577277398471438,0.15172869641564665,16.5,216.2,298.4,224.1,-87.70921447201505,0.00010373920818287599,1.5692653442104643,0.052230419229483,242.6,342.0,386.6,836.7,513.4,788.5
12,gomez,iso,gammas,0.8,1.1,39.907713200318774,0.00017354910766017844,35.07510338370103,0.2232808850566201,16.6,230.2,322.7,237.3,-87.64598769300822,0.00011261696143397455,9.422063091896337,0.10868662063932064,244.2,341.0,411.8,872.0,596.4,885.3
13,gomez,iso,gammas,1.0,1.1,39.907713200318774,0.00017354910766017844,35.07510338370103,0.2232808850566201,16.6,230.2,322.7,237.3,-87.64598769300822,0.00011261696143397455,9.422063091896337,0.10868662063932064,244.2,341.0,411.8,872.0,596.4,885.3
14,gomez,iso,gammas,1.2,1.1,39.907713200318774,0.00017354910766017844,35.07510338370103,0.2232808850566201,16.6,230.2,322.7,237.3,-87.64598769300822,0.00011261696143397455,9.422063091896337,0.10868662063932064,244.2,341.0,411.8,872.0,596.4,885.3
0,gomez,iso,rs,0.8,0.9,40.15219492284443,0.00023217944737831373,2.2036370197753046,0.07697013694889933,16.2,160.0,233.7,169.7,-87.78108884058265,9.271153173181029e-05,0.06524461978652714,0.013188355885357637,238.3,344.2,319.5,679.3,373.3,527.8
1,gomez,iso,rs,1.0,0.9,40.15219561253227,0.00023217937054836285,2.11738748226849,0.0769701636751768,16.2,160.0,244.8,169.7,-87.78108905748702,9.2711503146844e-05,0.06601324049917315,0.013188347175669904,238.3,344.2,319.5,679.3,390.2,554.7
2,gomez,iso,rs,1.2,0.9,40.152195453819594,0.00023217930299320572,2.017025385933326,0.07697019360569049,16.2,160.0,255.1,169.7,-87.78108903749744,9.271149499218013e-05,0.06737330627919563,0.01318834504999647,238.3,344.2,319.5,679.3,408.9,587.0
3,gomez,iso,rs,0.8,0.95,40.115266062596994,0.00021792565278454273,3.886082024353652,0.09219008960562286,16.3,177.2,249.9,186.5,-87.77103855073129,9.438133384785358e-05,0.11572106438208095,0.018803448124197205,239.5,343.7,338.3,731.1,400.7,588.4
4,gomez,iso,rs,1.0,0.95,40.11526541412486,0.00021792552720901616,3.7491916750811325,0.09219015630103365,16.3,177.2,260.2,186.5,-87.77103856130681,9.43813499947994e-05,0.11789547618127416,0.01880345471254035,239.5,343.7,338.3,731.1,418.4,614.6
5,gomez,iso,rs,1.2,0.95,40.11526588703819,0.0002179253961258007,3.585787070556803,0.09219021954346956,16.3,177.2,270.1,186.5,-87.77103868128069,9.43813217014085e-05,0.12198613512984804,0.018803442710318752,239.5,343.7,338.3,731.1,438.2,646.3
6,gomez,iso,rs,0.8,1.0,40.06403717267694,0.00020287837345803582,7.251824627150276,0.11465829920105397,16.4,197.4,267.8,206.1,-87.74971819624153,9.771664837981074e-05,0.3400537132722695,0.02937558668364879,241.0,342.9,361.0,786.6,438.5,669.2
7,gomez,iso,rs,1.0,1.0,40.064035868515795,0.0002028781315937794,7.026599527100777,0.11465844432286477,16.4,197.4,277.7,206.1,-87.7497183077163,9.77166375992807e-05,0.35238659807635336,0.029375577395216595,241.0,342.9,361.0,786.6,457.0,692.2
8,gomez,iso,rs,1.2,1.0,40.06403582767628,0.00020287787042647996,6.754346506515698,0.11465858740870791,16.4,197.4,287.7,206.1,-87.74971843219424,9.771662117172068e-05,0.3709295640413135,0.02937556214792367,241.0,342.9,361.0,786.6,477.8,719.9
9,gomez,iso,rs,0.8,1.05,39.99361272384803,0.0001876571728606328,14.956042666186947,0.1517283662286415,16.5,216.2,288.2,224.1,-87.70921416095956,0.00010373924638574298,1.5152812277467624,0.052230488570485775,242.6,342.0,386.6,836.7,494.4,771.2
10,gomez,iso,rs,1.0,1.05,39.99361123620087,0.00018765664251864752,14.577277398471438,0.15172869641564665,16.5,216.2,298.4,224.1,-87.70921447201505,0.00010373920818287599,1.5692653442104643,0.052230419229483,242.6,342.0,386.6,836.7,513.4,788.5
11,gomez,iso,rs,1.2,1.05,39.99361047717806,0.00018765605939589922,14.116632841480742,0.1517290295544359,16.5,216.2,309.1,224.1,-87.7092147424963,0.00010373917374523516,1.6438840945828286,0.05223034012900031,242.6,342.0,386.6,836.7,534.7,808.7
12,gomez,iso,rs,0.8,1.1,39.90771729762615,0.00017355038667132155,35.658330328189976,0.22328013535452484,16.6,230.2,311.6,237.3,-87.6459876566175,0.000112616954469637,9.193065261600129,0.10868698488012118,244.2,341.0,411.8,872.0,579.2,875.7
13,gomez,iso,rs,1.0,1.1,39.907713200318774,0.00017354910766017844,35.07510338370103,0.2232808850566201,16.6,230.2,322.7,237.3,-87.64598769300822,0.00011261696143397455,9.422063091896337,0.10868662063932064,244.2,341.0,411.8,872.0,596.4,885.3
14,gomez,iso,rs,1.2,1.1,39.907709304483625,0.00017354770012313858,34.36158536713223,0.2232816347046555,16.6,230.2,334.3,237.3,-87.6459873912972,0.00011261700884495874,9.712502691539367,0.10868623089893918,244.2,341.0,411.8,872.0,615.5,896.0
0,gomez,iso,rw,0.8,0.9,40.15219512651725,0.00023217932523582506,2.0356399276407466,0.07697019018687339,16.2,160.0,252.4,169.7,-87.78108888724209,9.271152138216517e-05,0.06707844469881136,0.013188352553094617,238.3,344.2,319.5,679.3,404.6,580.6
1,gomez,iso,rw,1.0,0.9,40.15219561253227,0.00023217937054836285,2.11738748226849,0.0769701636751768,16.2,160.0,244.8,169.7,-87.78108905748702,9.2711503146844e-05,0.06601324049917315,0.013188347175669904,238.3,344.2,319.5,679.3,390.2,554.7
2,gomez,iso,rw,1.2,0.9,40.152195736758,0.00023217939801048636,2.166400589359365,0.07697014775986709,16.2,160.0,240.2,169.7,-87.78108906588635,9.271149786140816e-05,0.06557018368081864,0.013188345870948458,238.3,344.2,319.5,679.3,382.1,540.1
3,gomez,iso,rw,0.8,0.95,40.11526535386349,0.00021792542259245818,3.6174753786929044,0.09219020200026128,16.3,177.2,267.5,186.5,-87.77103870817335,9.43813304594663e-05,0.12112645641975417,0.01880344628629815,239.5,343.7,338.3,731.1,433.7,639.9
4,gomez,iso,rw,1.0,0.95,40.11526541412486,0.00021792552720901616,3.7491916750811325,0.09219015630103365,16.3,177.2,260.2,186.5,-87.77103856130681,9.43813499947994e-05,0.11789547618127416,0.01880345471254035,239.5,343.7,338.3,731.1,418.4,614.6
5,gomez,iso,rw,1.2,0.95,40.11526548017491,0.0002179255834850638,3.825918828958913,0.09219012418952423,16.3,177.2,255.9,186.5,-87.77103856974735,9.438133922333921e-05,0.11657595408865773,0.018803450590287304,239.5,343.7,338.3,731.1,409.9,600.5
6,gomez,iso,rw,0.8,1.0,40.06403594650777,0.00020287792541066237,6.8093269838555095,0.11465855207794455,16.4,197.4,285.3,206.1,-87.74971842919788,9.771661692996162e-05,0.36705406474223,0.02937556070738627,241.0,342.9,361.0,786.6,473.1,714.1
7,gomez,iso,rw,1.0,1.0,40.064035868515795,0.0002028781315937794,7.026599527100777,0.11465844432286477,16.4,197.4,277.7,206.1,-87.7497183077163,9.77166375992807e-05,0.35238659807635336,0.029375577395216595,241.0,342.9,361.0,786.6,457.0,692.2
8,gomez,iso,rw,1.2,1.0,40.06403648830758,0.00020287825074859155,7.150205648320296,0.11465837922016783,16.4,197.4,273.4,206.1,-87.74971824376279,9.771664325957127e-05,0.34543627134824456,0.02937558191590315,241.0,342.9,361.0,786.6,448.0,680.1
9,gomez,iso,rw,0.8,1.05,39.993610608455356,0.00018765618089310648,14.212270047548376,0.1517289562267509,16.5,216.2,306.8,224.1,-87.7092146874139,0.00010373918131634378,1.6280063885203817,0.05223035817834419,242.6,342.0,386.6,836.7,530.0,804.2
10,gomez,iso,rw,1.0,1.05,39.99361123620087,0.00018765664251864752,14.577277398471438,0.15172869641564665,16.5,216.2,298.4,224.1,-87.70921447201505,0.00010373920818287599,1.5692653442104643,0.052230419229483,242.6,342.0,386.6,836.7,513.4,788.5
11,gomez,iso,rw,1.2,1.05,39.993612054310624,0.00018765690751943343,14.780532703807216,0.15172854337134128,16.5,216.2,293.7,224.1,-87.70921433431108,0.00010373922504089474,1.5399184727487931,0.052230452165424816,242.6,342.0,386.6,836.7,504.0,779.8
12,gomez,iso,rw,0.8,1.1,39.907709619569935,0.00017354795359581388,34.50197840516279,0.22328151252630404,16.6,230.2,332.4,237.3,-87.64598748504002,0.00011261699844120274,9.650920825590942,0.1086863192757777,244.2,341.0,411.8,872.0,611.8,893.7
13,gomez,iso,rw,1.0,1.1,39.907713200318774,0.00017354910766017844,35.07510338370103,0.2232808850566201,16.6,230.2,322.7,237.3,-87.64598769300822,0.00011261696143397455,9.422063091896337,0.10868662063932064,244.2,341.0,411.8,872.0,596.4,885.3
14,gomez,iso,rw,1.2,1.1,39.907714626069236,0.00017354976895225235,35.388023329356926,0.22328050739315564,16.6,230.2,317.0,237.3,-87.64598771565628,0.00011261695363182758,9.302178750943124,0.10868679688130772,244.2,341.0,411.8,872.0,587.6,880.6
0,gomez,iso,Tref,0.8,0.9,40.15219451501016,0.00023217925659869433,1.693915958304928,0.07697023193623648,16.2,160.0,244.8,169.7,-87.78108896384683,9.271153552994972e-05,0.052810746953180866,0.013188358018942022,238.3,344.2,319.5,679.3,390.2,554.7
1,gomez,iso,Tref,1.0,0.9,40.15219561253227,0.00023217937054836285,2.11738748226849,0.0769701636751768,16.2,160.0,244.8,169.7,-87.78108905748702,9.2711503146844e-05,0.06601324049917315,0.013188347175669904,238.3,344.2,319.5,679.3,390.2,554.7
2,gomez,iso,Tref,1.2,0.9,40.1521949676435,0.0002321795024381252,2.540856866246002,0.07697010640559458,16.2,160.0,244.8,169.7,-87.78108882730635,9.271152498400534e-05,0.07921606932579271,0.013188352866006222,238.3,344.2,319.5,679.3,390.2,554.7
3,gomez,iso,Tref,0.8,0.95,40.11526533448983,0.00021792526843495073,2.999371471464144,0.09219031162980201,16.3,177.2,260.2,186.5,-87.77103848509988,9.438135128787496e-05,0.09431573512952873,0.018803458099874857,239.5,343.7,338.3,731.1,418.4,614.6
4,gomez,iso,Tref,1.0,0.95,40.11526541412486,0.00021792552720901616,3.7491916750811325,0.09219015630103365,16.3,177.2,260.2,186.5,-87.77103856130681,9.43813499947994e-05,0.11789547618127416,0.01880345471254035,239.5,343.7,338.3,731.1,418.4,614.6
5,gomez,iso,Tref,1.2,0.95,40.11526642814638,0.00021792578483937797,4.49900272875859,0.09219000001628148,16.3,177.2,260.2,186.5,-87.77103877752945,9.438130413988974e-05,0.1414738550968961,0.018803433097501977,239.5,343.7,338.3,731.1,418.4,614.6
6,gomez,iso,Tref,0.8,1.0,40.06403466867371,0.00020287756160236296,5.621347720887324,0.11465889335923432,16.4,197.4,277.7,206.1,-87.74971758803473,9.771674259315827e-05,0.2819115000724677,0.02937565762312683,241.0,342.9,361.0,786.6,457.0,692.2
7,gomez,iso,Tref,1.0,1.0,40.064035868515795,0.0002028781315937794,7.026599527100777,0.11465844432286477,16.4,197.4,277.7,206.1,-87.7497183077163,9.77166375992807e-05,0.35238659807635336,0.029375577395216595,241.0,342.9,361.0,786.6,457.0,692.2
8,gomez,iso,Tref,1.2,1.0,40.06403740180667,0.00020287870111775202,8.431817232366821,0.11465799483988767,16.4,197.4,277.7,206.1,-87.74971902378337,9.771653086300351e-05,0.42286030349432885,0.02937549547926653,241.0,342.9,361.0,786.6,457.0,692.2
9,gomez,iso,Tref,0.8,1.05,39.99360641219047,0.00018765530952968322,11.662166222168576,0.15173037694078073,16.5,216.2,298.4,224.1,-87.70921090263036,0.00010373971474464527,1.2554547150870934,0.05223108372835058,242.6,342.0,386.6,836.7,513.4,788.5
10,gomez,iso,Tref,1.0,1.05,39.99361123620087,0.00018765664251864752,14.577277398471438,0.15172869641564665,16.5,216.2,298.4,224.1,-87.70921447201505,0.00010373920818287599,1.5692653442104643,0.052230419229483,242.6,342.0,386.6,836.7,513.4,788.5
11,gomez,iso,Tref,1.2,1.05,39.99361625828463,0.00018765797775557123,17.492217173078778,0.15172701914174,16.5,216.2,298.4,224.1,-87.70921804950407,0.00010373870398910219,1.883054776260429,0.05222975647056529,242.6,342.0,386.6,836.7,513.4,788.5
12,gomez,iso,Tref,0.8,1.1,39.90769473028558,0.00017354591611595384,28.06270080019989,0.22329056318476156,16.6,230.2,322.7,237.3,-87.64597040690201,0.00011261929082919673,7.538783289593815,0.10869344291689566,244.2,341.0,411.8,872.0,596.4,885.3
13,gomez,iso,Tref,1.0,1.1,39.907713200318774,0.00017354910766017844,35.07510338370103,0.2232808850566201,16.6,230.2,322.7,237.3,-87.64598769300822,0.00011261696143397455,9.422063091896337,0.10868662063932064,244.2,341.0,411.8,872.0,596.4,885.3
14,gomez,iso,Tref,1.2,1.1,39.90773120732405,0.00017355229917705248,42.08619855728555,0.22327121052809304,16.6,230.2,322.7,237.3,-87.64600496971356,0.00011261463339581196,11.304777211284238,0.1086798018860887,244.2,341.0,411.8,872.0,596.3,885.3
0,gomez,iso,cat50ref,0.8,0.9,40.12533804648567,0.00021874007796886846,3.1671906287051885,0.09104201849119997,16.3,176.1,259.3,185.5,-87.77152942781923,9.423283184119845e-05,0.09945743457475273,0.018357064668962576,239.5,343.9,337.2,727.8,416.5,610.2
1,gomez,iso,cat50ref,1.0,0.9,40.15219561253227,0.00023217937054836285,2.11738748226849,0.0769701636751768,16.2,160.0,244.8,169.7,-87.78108905748702,9.2711503146844e-05,0.06601324049917315,0.013188347175669904,238.3,344.2,319.5,679.3,390.2,554.7
2,gomez,iso,cat50ref,1.2,0.9,40.17198414618073,0.0002446732645925447,1.4788642678756592,0.06646780992909992,16.1,147.3,232.0,157.2,-87.78557367794562,9.195494898642267e-05,0.04702249608497547,0.0100025024495974,237.3,344.4,304.8,638.0,370.3,518.8
3,gomez,iso,cat50ref,0.8,0.95,40.07651711828353,0.00020372886173512507,6.004854760068515,0.1129068344446165,16.4,196.2,276.6,205.0,-87.75103474166575,9.743468889884167e-05,0.2894081578368897,0.02848779823778913,241.0,343.1,359.6,783.4,454.4,687.1
4,gomez,iso,cat50ref,1.0,0.95,40.11526541412486,0.00021792552720901616,3.7491916750811325,0.09219015630103365,16.3,177.2,260.2,186.5,-87.77103856130681,9.43813499947994e-05,0.11789547618127416,0.01880345471254035,239.5,343.7,338.3,731.1,418.4,614.6
5,gomez,iso,cat50ref,1.2,0.95,40.14267522515906,0.00023143416089867143,2.4985222072866073,0.07781561389485431,16.2,160.9,245.6,170.6,-87.78105793526059,9.279125581105994e-05,0.07773936536879673,0.013451691033562354,238.2,344.0,320.4,682.2,391.6,557.6
6,gomez,iso,cat50ref,0.8,1.0,40.00889341854601,0.0001884933927918981,12.51920716725036,0.14869930297505868,16.5,215.4,297.2,223.2,-87.71181874556946,0.0001032668087292103,1.2807597984092678,0.05020010901200322,242.7,342.2,385.1,834.1,509.4,782.3
7,gomez,iso,cat50ref,1.0,1.0,40.064035868515795,0.0002028781315937794,7.026599527100777,0.11465844432286477,16.4,197.4,277.7,206.1,-87.7497183077163,9.77166375992807e-05,0.35238659807635336,0.029375577395216595,241.0,342.9,361.0,786.6,457.0,692.2
8,gomez,iso,cat50ref,1.2,1.0,40.10364905737204,0.000217121667526697,4.365452554228911,0.09337649647589677,16.3,178.3,261.1,187.6,-87.77058910107205,9.453778401515008e-05,0.1375458103001563,0.01926789003627562,239.5,343.5,339.5,734.4,420.4,619.2
9,gomez,iso,cat50ref,0.8,1.05,39.9256466016869,0.00017426141749377338,30.15626424299131,0.2170361656837001,16.6,229.7,321.3,236.8,-87.64966560626094,0.0001120031031026699,7.647654512759185,0.10343269086058032,244.3,341.2,410.6,870.4,590.7,880.1
10,gomez,iso,cat50ref,1.0,1.05,39.99361123620087,0.00018765664251864752,14.577277398471438,0.15172869641564665,16.5,216.2,298.4,224.1,-87.70921447201505,0.00010373920818287599,1.5692653442104643,0.052230419229483,242.6,342.0,386.6,836.7,513.4,788.5
11,gomez,iso,cat50ref,1.2,1.05,40.049758703030186,0.00020203937699074802,8.118742037828035,0.11647662763532841,16.4,198.5,278.7,207.1,-87.74842687105738,9.801124280649093e-05,0.42391137734707834,0.03030705196526192,240.9,342.7,362.3,789.9,459.7,697.4
12,gomez,iso,cat50ref,0.8,1.1,39.852643013532756,0.0001634771200914471,77.74131739277507,0.37505995786208846,16.6,239.6,339.9,245.4,-87.57899101380245,0.00012118284775272088,47.91488991840691,0.2489483942678218,245.5,340.5,428.4,888.4,679.2,943.3
13,gomez,iso,cat50ref,1.0,1.1,39.907713200318774,0.00017354910766017844,35.07510338370103,0.2232808850566201,16.6,230.2,322.7,237.3,-87.64598769300822,0.00011261696143397455,9.422063091896337,0.10868662063932064,244.2,341.0,411.8,872.0,596.4,885.3
14,gomez,iso,cat50ref,1.2,1.1,39.97588340181414,0.00018683828521533536,16.80757843187396,0.15489976350667317,16.5,217.1,299.7,224.8,-87.70665499476084,0.00010422717608493654,1.9049425625081355,0.054378877523248034,242.5,341.7,388.0,839.3,517.5,794.6
0,gomez,iso,ntm,0.8,0.9,40.15219649261291,0.0002321800219822236,4.331850585049485,0.07696980604661949,16.2,160.0,248.3,169.7,-87.78108931814376,9.271145593834105e-05,0.18055308614987753,0.013188324495607672,238.3,344.2,319.5,679.3,411.1,611.0
1,gomez,iso,ntm,1.0,0.9,40.15219561253227,0.00023217937054836285,2.11738748226849,0.0769701636751768,16.2,160.0,244.8,169.7,-87.78108905748702,9.2711503146844e-05,0.06601324049917315,0.013188347175669904,238.3,344.2,319.5,679.3,390.2,554.7
2,gomez,iso,ntm,1.2,0.9,40.15219464357773,0.0002321790488093016,1.0243622620481883,0.07697032811621896,16.2,160.0,241.6,169.7,-87.78108904536917,9.271151627271532e-05,0.039008667486412275,0.013188353657795204,238.3,344.2,319.5,679.3,373.9,546.2
3,gomez,iso,ntm,0.8,0.95,40.115268760069924,0.00021792664089834423,6.98345915741708,0.09218939630868049,16.3,177.2,262.8,186.5,-87.77103951135594,9.438118851765102e-05,0.4165157474491307,0.01880334961767762,239.5,343.7,338.3,731.1,439.9,666.9
4,gomez,iso,ntm,1.0,0.95,40.11526541412486,0.00021792552720901616,3.7491916750811325,0.09219015630103365,16.3,177.2,260.2,186.5,-87.77103856130681,9.43813499947994e-05,0.11789547618127416,0.01880345471254035,239.5,343.7,338.3,731.1,418.4,614.6
5,gomez,iso,ntm,1.2,0.95,40.11526446101836,0.0002179249082621176,1.9878039160205252,0.09219052994530136,16.3,177.2,257.6,186.5,-87.7710382255441,9.438138853568396e-05,0.0756309116435135,0.01880347660862251,239.5,343.7,338.3,731.1,399.8,566.9
6,gomez,iso,ntm,0.8,1.0,40.06404104707607,0.00020287998239452285,11.687314093299388,0.1146566774308944,16.4,197.4,279.1,206.1,-87.74972137007735,9.771620237672017e-05,1.123155103762321,0.02937512594980902,241.0,342.9,361.0,786.6,479.8,740.7
7,gomez,iso,ntm,1.0,1.0,40.064035868515795,0.0002028781315937794,7.026599527100777,0.11465844432286477,16.4,197.4,277.7,206.1,-87.7497183077163,9.77166375992807e-05,0.35238659807635336,0.029375577395216595,241.0,342.9,361.0,786.6,457.0,692.2
8,gomez,iso,ntm,1.2,1.0,40.064032866815225,0.00020287697105917496,4.161741717501363,0.1146594271867195,16.4,197.4,276.2,206.1,-87.74971658590232,9.771688985222145e-05,0.16457612245571068,0.029375775975478195,241.0,342.9,361.0,786.7,437.3,635.8
9,gomez,iso,ntm,0.8,1.05,39.99362398801554,0.00018765932797705433,20.993770321046494,0.1517238539395382,16.5,216.2,297.7,224.1,-87.70922382050833,0.00010373788025599769,3.745536727208185,0.05222794344196117,242.6,342.0,386.6,836.7,536.1,826.1
10,gomez,iso,ntm,1.0,1.05,39.99361123620087,0.00018765664251864752,14.577277398471438,0.15172869641564665,16.5,216.2,298.4,224.1,-87.70921447201505,0.00010373920818287599,1.5692653442104643,0.052230419229483,242.6,342.0,386.6,836.7,513.4,788.5
11,gomez,iso,ntm,1.2,1.05,39.993602304989246,0.00018765458596662555,9.955017729779831,0.15173178111403163,16.5,216.2,298.8,224.1,-87.70920804725223,0.00010374012152921813,0.6511739874760053,0.05223180955844067,242.6,342.0,386.6,836.7,494.9,751.1
12,gomez,iso,ntm,0.8,1.1,39.907728307226186,0.00017355133388384842,41.861025823690795,0.22326643967823157,16.6,230.2,317.4,237.3,-87.6460012626512,0.0001126151085880423,15.369269065329977,0.10867480527240236,244.2,341.0,411.8,872.0,609.8,900.7
13,gomez,iso,ntm,1.0,1.1,39.907713200318774,0.00017354910766017844,35.07510338370103,0.2232808850566201,16.6,230.2,322.7,237.3,-87.64598769300822,0.00011261696143397455,9.422063091896337,0.10868662063932064,244.2,341.0,411.8,872.0,596.4,885.3
14,gomez,iso,ntm,1.2,1.1,39.90769689009396,0.00017354660232878514,28.990922915985287,0.22329233883665797,16.6,230.2,328.1,237.3,-87.64597345242862,0.00011261890083547483,5.682078648833454,0.10869543965652066,244.2,341.0,411.8,872.0,584.9,868.2
