,hf,mech,parameter,inc,lambda,max V,max Cai,max Ta,max CaTrpn,TT max V,TT max Cai,TT max Ta,TT max CaTrpn,min V,min Cai,min Ta,min CaTrpn,ADP40,ADP90,CATD30,CATD90,TAD50,TAD90
3,control,iso,gammas,0.8,0.95,38.20208032160544,0.0005287212431745352,18.751413001293997,0.2432132891440402,22.0,39.9,144.3,50.7,-87.97836736952455,7.722910030714433e-05,0.03389528422645068,0.006922803737155764,191.4,262.5,143.1,410.1,254.9,370.8
4,control,iso,gammas,1.0,0.95,38.20208032160544,0.0005287212431745352,18.751413001293997,0.2432132891440402,22.0,39.9,144.3,50.7,-87.97836736952455,7.722910030714433e-05,0.03389528422645068,0.006922803737155764,191.4,262.5,143.1,410.1,254.9,370.8
5,control,iso,gammas,1.2,0.95,38.20208032160544,0.0005287212431745352,18.751413001293997,0.2432132891440402,22.0,39.9,144.3,50.7,-87.97836736952455,7.722910030714433e-05,0.03389528422645068,0.006922803737155764,191.4,262.5,143.1,410.1,254.9,370.8
6,control,iso,gammas,0.8,1.0,38.12594813618984,0.00048394182740477934,25.259786353293464,0.2629184676942732,21.6,42.3,152.4,52.5,-87.97745821331877,7.74791955347495e-05,0.05385745327220808,0.0091789653402437,192.5,263.2,154.2,447.5,273.5,397.3
7,control,iso,gammas,1.0,1.0,38.12594813618984,0.00048394182740477934,25.259786353293464,0.2629184676942732,21.6,42.3,152.4,52.5,-87.97745821331877,7.74791955347495e-05,0.05385745327220808,0.0091789653402437,192.5,263.2,154.2,447.5,273.5,397.3
8,control,iso,gammas,1.2,1.0,38.12594813618984,0.00048394182740477934,25.259786353293464,0.2629184676942732,21.6,42.3,152.4,52.5,-87.97745821331877,7.74791955347495e-05,0.05385745327220808,0.0091789653402437,192.5,263.2,154.2,447.5,273.5,397.3
9,control,iso,gammas,0.8,1.05,38.03903429003674,0.0004372762358805787,34.18185738203538,0.2874698322843119,21.3,45.4,162.7,54.9,-87.97565271507555,7.795407615650835e-05,0.09034456782093465,0.01279599874008636,194.1,264.1,168.7,498.5,298.4,435.0
10,control,iso,gammas,1.0,1.05,38.03903429003674,0.0004372762358805787,34.18185738203538,0.2874698322843119,21.3,45.4,162.7,54.9,-87.97565271507555,7.795407615650835e-05,0.09034456782093465,0.01279599874008636,194.1,264.1,168.7,498.5,298.4,435.0
11,control,iso,gammas,1.2,1.05,38.03903429003674,0.0004372762358805787,34.18185738203538,0.2874698322843119,21.3,45.4,162.7,54.9,-87.97565271507555,7.795407615650835e-05,0.09034456782093465,0.01279599874008636,194.1,264.1,168.7,498.5,298.4,435.0
12,control,iso,gammas,0.8,1.1,37.93716979455234,0.0003889766229038145,46.891810783456044,0.3199904758301291,21.0,49.2,176.2,57.9,-87.97126772264849,7.936707386846064e-05,0.16907618077653083,0.019401690603724854,196.2,265.3,187.8,568.9,334.0,493.7
13,control,iso,gammas,1.0,1.1,37.93716979455234,0.0003889766229038145,46.891810783456044,0.3199904758301291,21.0,49.2,176.2,57.9,-87.97126772264849,7.936707386846064e-05,0.16907618077653083,0.019401690603724854,196.2,265.3,187.8,568.9,334.0,493.7
14,control,iso,gammas,1.2,1.1,37.93716979455234,0.0003889766229038145,46.891810783456044,0.3199904758301291,21.0,49.2,176.2,57.9,-87.97126772264849,7.936707386846064e-05,0.16907618077653083,0.019401690603724854,196.2,265.3,187.8,568.9,334.0,493.7
0,control,iso,rs,0.8,0.9,38.27025457429131,0.0005715782173287654,14.968866311516688,0.22673120191803928,22.4,37.8,130.8,49.3,-87.97894857285667,7.708466147984739e-05,0.02190048233606856,0.0054121155096986725,190.6,261.9,134.3,381.5,225.7,321.6
1,control,iso,rs,1.0,0.9,38.270254991527906,0.0005715777278091374,13.86975227774515,0.22673119464874777,22.4,37.8,137.6,49.3,-87.97894857289097,7.708466633905119e-05,0.021949259883224288,0.005412116128159688,190.6,261.9,134.3,381.5,240.4,351.0
2,control,iso,rs,1.2,0.9,38.27025435799809,0.0005715775784994484,12.793399687314245,0.2267313146502281,22.4,37.8,143.8,49.3,-87.97894860309468,7.708464365532382e-05,0.022238080519095323,0.005412112203890623,190.6,261.9,134.3,381.5,256.0,386.4
3,control,iso,rs,0.8,0.95,38.20208048778897,0.0005287218070851816,20.1175743288912,0.24321317828971567,22.0,39.9,136.9,50.7,-87.97836733364292,7.722912146490429e-05,0.03381904800163822,0.006922807823228198,191.4,262.5,143.1,410.1,239.9,341.8
4,control,iso,rs,1.0,0.95,38.20208032160544,0.0005287212431745352,18.751413001293997,0.2432132891440402,22.0,39.9,144.3,50.7,-87.97836736952455,7.722910030714433e-05,0.03389528422645068,0.006922803737155764,191.4,262.5,143.1,410.1,254.9,370.8
5,control,iso,rs,1.2,0.95,38.20208011869812,0.0005287209096913549,17.394329765148402,0.24321342548177527,22.0,39.9,151.0,50.7,-87.97836737107319,7.722910048714614e-05,0.03443138288367438,0.006922803657251011,191.4,262.5,143.1,410.1,270.8,405.3
6,control,iso,rs,0.8,1.0,38.125949026744905,0.00048394251202694174,26.91824084897065,0.26291812884254495,21.6,42.3,144.4,52.5,-87.97745816146579,7.747920327446228e-05,0.05364435925104252,0.009178966509469522,192.5,263.2,154.2,447.5,258.1,368.8
7,control,iso,rs,1.0,1.0,38.12594813618984,0.00048394182740477934,25.259786353293464,0.2629184676942732,21.6,42.3,152.4,52.5,-87.97745821331877,7.74791955347495e-05,0.05385745327220808,0.0091789653402437,192.5,263.2,154.2,447.5,273.5,397.3
8,control,iso,rs,1.2,1.0,38.12594677981527,0.0004839413021535184,23.584934235542235,0.2629186988504905,21.6,42.3,159.8,52.5,-87.97745815395838,7.747919424224336e-05,0.054972311772851355,0.009178964716716479,192.5,263.2,154.2,447.5,289.9,431.3
9,control,iso,rs,0.8,1.05,38.039035723397056,0.00043727744702469197,36.14440956022397,0.2874693307190055,21.3,45.4,153.7,54.9,-87.97565276507315,7.795408565691404e-05,0.08963592987381129,0.012796002982595088,194.1,264.1,168.7,498.5,282.5,407.1
10,control,iso,rs,1.0,1.05,38.03903429003674,0.0004372762358805787,34.18185738203538,0.2874698322843119,21.3,45.4,162.7,54.9,-87.97565271507555,7.795407615650835e-05,0.09034456782093465,0.01279599874008636,194.1,264.1,168.7,498.5,298.4,435.0
11,control,iso,rs,1.2,1.05,38.03903182866714,0.0004372755362060868,32.16106716892916,0.28747037812087584,21.3,45.4,171.1,54.9,-87.97565273330207,7.795404438660151e-05,0.09311245242635802,0.01279598672896319,194.1,264.1,168.7,498.5,315.4,468.5
12,control,iso,rs,0.8,1.1,37.93717404917408,0.0003889785412357744,49.134143464305225,0.3199894291660432,21.0,49.2,165.9,57.9,-87.9712677521072,7.9367102639986e-05,0.16549894217923827,0.019401706458935034,196.2,265.3,187.8,568.9,317.5,466.5
13,control,iso,rs,1.0,1.1,37.93716979455234,0.0003889766229038145,46.891810783456044,0.3199904758301291,21.0,49.2,176.2,57.9,-87.97126772264849,7.936707386846064e-05,0.16907618077653083,0.019401690603724854,196.2,265.3,187.8,568.9,334.0,493.7
14,control,iso,rs,1.2,1.1,37.937165782118115,0.00038897523949162495,44.5287069776006,0.31999130604611387,21.0,49.2,185.9,57.9,-87.97126775532311,7.936704982258069e-05,0.1795832667630785,0.01940167647494743,196.2,265.3,187.8,568.9,351.8,526.2
0,control,iso,rw,0.8,0.9,38.270254806669044,0.0005715775694052903,12.954439442147915,0.22673125520401732,22.4,37.8,142.8,49.3,-87.97894857723016,7.708464780996729e-05,0.022156287752886198,0.005412113339205386,190.6,261.9,134.3,381.5,252.7,379.8
1,control,iso,rw,1.0,0.9,38.270254991527906,0.0005715777278091374,13.86975227774515,0.22673119464874777,22.4,37.8,137.6,49.3,-87.97894857289097,7.708466633905119e-05,0.021949259883224288,0.005412116128159688,190.6,261.9,134.3,381.5,240.4,351.0
2,control,iso,rw,1.2,0.9,38.2702543176927,0.0005715779428836293,14.446994980000573,0.22673122641415988,22.4,37.8,134.5,49.3,-87.97894855299592,7.708467179495889e-05,0.02191211409435243,0.005412117077994002,190.6,261.9,134.3,381.5,233.5,335.0
3,control,iso,rw,0.8,0.95,38.20208044588459,0.0005287209972377458,17.59184124932416,0.24321340074821848,22.0,39.9,150.1,50.7,-87.97836735657891,7.722909359479582e-05,0.034282839969023586,0.006922802791467987,191.4,262.5,143.1,410.1,267.6,398.9
4,control,iso,rw,1.0,0.95,38.20208032160544,0.0005287212431745352,18.751413001293997,0.2432132891440402,22.0,39.9,144.3,50.7,-87.97836736952455,7.722910030714433e-05,0.03389528422645068,0.006922803737155764,191.4,262.5,143.1,410.1,254.9,370.8
5,control,iso,rw,1.2,0.95,38.20208102076586,0.0005287214033330507,19.478131154190713,0.243213217444489,22.0,39.9,140.8,50.7,-87.97836735820802,7.722910377792384e-05,0.03383560856796369,0.00692280444984725,191.4,262.5,143.1,410.1,247.7,355.0
6,control,iso,rw,0.8,1.0,38.125946861808295,0.0004839414579672281,23.82019770788584,0.2629186823466992,21.6,42.3,159.0,52.5,-87.97745815418799,7.74792168027101e-05,0.05467485084780624,0.009178970190924415,192.5,263.2,154.2,447.5,286.7,424.9
7,control,iso,rw,1.0,1.0,38.12594813618984,0.00048394182740477934,25.259786353293464,0.2629184676942732,21.6,42.3,152.4,52.5,-87.97745821331877,7.74791955347495e-05,0.05385745327220808,0.0091789653402437,192.5,263.2,154.2,447.5,273.5,397.3
8,control,iso,rw,1.2,1.0,38.12594823665565,0.00048394208775780304,26.155276502420126,0.2629183296470887,21.6,42.3,148.4,52.5,-87.97745816300682,7.747920587537291e-05,0.053702686371857745,0.00917896707932102,192.5,263.2,154.2,447.5,266.0,381.9
9,control,iso,rw,0.8,1.05,38.03903237478766,0.0004372755450828231,32.43098914049841,0.2874701919053508,21.3,45.4,170.3,54.9,-87.97565256421707,7.795408927020278e-05,0.09240860625171429,0.012796002973623677,194.1,264.1,168.7,498.5,312.2,462.1
10,control,iso,rw,1.0,1.05,38.03903429003674,0.0004372762358805787,34.18185738203538,0.2874698322843119,21.3,45.4,162.7,54.9,-87.97565271507555,7.795407615650835e-05,0.09034456782093465,0.01279599874008636,194.1,264.1,168.7,498.5,298.4,435.0
11,control,iso,rw,1.2,1.05,38.03903510464077,0.00043727672541520854,35.26123047683529,0.2874696003752327,21.3,45.4,158.0,54.9,-87.97565264165189,7.795408497660309e-05,0.08986504786558841,0.012796001874307284,194.1,264.1,168.7,498.5,290.5,420.0
12,control,iso,rw,0.8,1.1,37.93716616923202,0.0003889754372040244,44.81945025940222,0.31999120395772634,21.0,49.2,185.2,57.9,-87.97126775790589,7.936705047500136e-05,0.17709599554394906,0.01940167697199805,196.2,265.3,187.8,568.9,348.7,520.0
13,control,iso,rw,1.0,1.1,37.93716979455234,0.0003889766229038145,46.891810783456044,0.3199904758301291,21.0,49.2,176.2,57.9,-87.97126772264849,7.936707386846064e-05,0.16907618077653083,0.019401690603724854,196.2,265.3,187.8,568.9,334.0,493.7
14,control,iso,rw,1.2,1.1,37.93717293291531,0.0003889773938137648,48.15573338053252,0.31998986664625,21.0,49.2,170.5,57.9,-87.97126779706109,7.936705004898824e-05,0.1666961658978647,0.01940167984629623,196.2,265.3,187.8,568.9,325.5,479.1
0,control,iso,Tref,0.8,0.9,38.2702538281878,0.0005715777018401645,11.095948075092469,0.2267314538449365,22.4,37.8,137.6,49.3,-87.97894851603608,7.708466809020711e-05,0.017559496829778705,0.005412116310569647,190.6,261.9,134.3,381.5,240.4,351.0
1,control,iso,Tref,1.0,0.9,38.270254991527906,0.0005715777278091374,13.86975227774515,0.22673119464874777,22.4,37.8,137.6,49.3,-87.97894857289097,7.708466633905119e-05,0.021949259883224288,0.005412116128159688,190.6,261.9,134.3,381.5,240.4,351.0
2,control,iso,Tref,1.2,0.9,38.27025562601156,0.0005715780705227874,16.6435075727128,0.22673112388165692,22.4,37.8,137.6,49.3,-87.97894860978695,7.708465036448275e-05,0.026339205746690724,0.005412113714409895,190.6,261.9,134.3,381.5,240.4,351.0
3,control,iso,Tref,0.8,0.95,38.20207914306266,0.0005287209139685899,15.001364996612324,0.24321354134246537,22.0,39.9,144.3,50.7,-87.97836739772931,7.722908364577848e-05,0.02711604938665695,0.006922800085696301,191.4,262.5,143.1,410.1,254.9,370.8
4,control,iso,Tref,1.0,0.95,38.20208032160544,0.0005287212431745352,18.751413001293997,0.2432132891440402,22.0,39.9,144.3,50.7,-87.97836736952455,7.722910030714433e-05,0.03389528422645068,0.006922803737155764,191.4,262.5,143.1,410.1,254.9,370.8
5,control,iso,Tref,1.2,0.95,38.20208229035426,0.0005287215589745057,22.501341894814967,0.2432130284955867,22.0,39.9,144.3,50.7,-87.97836742900068,7.722909063510735e-05,0.04067396243578592,0.006922801496339998,191.4,262.5,143.1,410.1,254.9,370.8
6,control,iso,Tref,0.8,1.0,38.12594485883604,0.00048394137810077144,20.20824895978466,0.262918975808043,21.6,42.3,152.4,52.5,-87.97745806155186,7.747922086944155e-05,0.04308625110005614,0.00917897187530698,192.5,263.2,154.2,447.5,273.5,397.3
7,control,iso,Tref,1.0,1.0,38.12594813618984,0.00048394182740477934,25.259786353293464,0.2629184676942732,21.6,42.3,152.4,52.5,-87.97745821331877,7.74791955347495e-05,0.05385745327220808,0.0091789653402437,192.5,263.2,154.2,447.5,273.5,397.3
8,control,iso,Tref,1.2,1.0,38.1259510178552,0.00048394222472242216,30.311105594044466,0.26291791783417207,21.6,42.3,152.4,52.5,-87.97745824317593,7.747917356088468e-05,0.06462925288101236,0.009178959097819938,192.5,263.2,154.2,447.5,273.5,397.3
9,control,iso,Tref,0.8,1.05,38.03902850524844,0.0004372754640921525,27.346247060848704,0.2874707623983897,21.3,45.4,162.7,54.9,-87.9756524963662,7.795414780550113e-05,0.07227628334749864,0.012796024610736407,194.1,264.1,168.7,498.5,298.4,435.1
10,control,iso,Tref,1.0,1.05,38.03903429003674,0.0004372762358805787,34.18185738203538,0.2874698322843119,21.3,45.4,162.7,54.9,-87.97565271507555,7.795407615650835e-05,0.09034456782093465,0.01279599874008636,194.1,264.1,168.7,498.5,298.4,435.0
11,control,iso,Tref,1.2,1.05,38.03904040128346,0.00043727689955813583,41.01705806008515,0.2874688003207194,21.3,45.4,162.7,54.9,-87.97565293451036,7.795397486344884e-05,0.10841199796346151,0.012795962515914226,194.1,264.1,168.7,498.5,298.4,435.0
12,control,iso,Tref,0.8,1.1,37.93715762549077,0.00038897554738376343,37.51496478068674,0.31999263652180715,21.0,49.2,176.2,57.9,-87.97126703814044,7.936730191647004e-05,0.13526365294316658,0.0194018108716636,196.2,265.3,187.8,568.9,334.0,493.7
13,control,iso,Tref,1.0,1.1,37.93716979455234,0.0003889766229038145,46.891810783456044,0.3199904758301291,21.0,49.2,176.2,57.9,-87.97126772264849,7.936707386846064e-05,0.16907618077653083,0.019401690603724854,196.2,265.3,187.8,568.9,334.0,493.7
14,control,iso,Tref,1.2,1.1,37.937181881624305,0.0003889776941976154,56.26790552806136,0.31998829527906547,21.0,49.2,176.2,57.9,-87.97126846329424,7.93668349795253e-05,0.20288925072974187,0.019401566830171895,196.2,265.3,187.9,568.9,334.0,493.7
0,control,iso,cat50ref,0.8,0.9,38.197093263340456,0.0005129428425504112,17.231819011848415,0.2490106143619172,21.9,40.7,146.8,51.3,-87.97838370389739,7.727662477351616e-05,0.032913942978300505,0.007584132241423884,191.9,262.9,146.6,421.6,260.6,378.8
1,control,iso,cat50ref,1.0,0.9,38.270254991527906,0.0005715777278091374,13.86975227774515,0.22673119464874777,22.4,37.8,137.6,49.3,-87.97894857289097,7.708466633905119e-05,0.021949259883224288,0.005412116128159688,190.6,261.9,134.3,381.5,240.4,351.0
2,control,iso,cat50ref,1.2,0.9,38.33666193775725,0.000626832224923625,11.371941047546512,0.20847400087638365,22.8,35.4,130.4,47.7,-87.97924045767228,7.699476813660326e-05,0.01554961008643884,0.004059582713686548,189.8,261.0,125.0,352.6,225.4,331.5
3,control,iso,cat50ref,0.8,0.95,38.122397337499855,0.00046743908803241534,23.731695712913304,0.2700006216001449,21.5,43.3,155.6,53.3,-87.9773172677715,7.756399384951087e-05,0.054250727943398844,0.010204876491526188,193.2,263.7,158.7,463.1,281.1,408.5
4,control,iso,cat50ref,1.0,0.95,38.20208032160544,0.0005287212431745352,18.751413001293997,0.2432132891440402,22.0,39.9,144.3,50.7,-87.97836736952455,7.722910030714433e-05,0.03389528422645068,0.006922803737155764,191.4,262.5,143.1,410.1,254.9,370.8
5,control,iso,cat50ref,1.2,0.95,38.27317075295276,0.0005865658967652907,15.17855437953217,0.22212280063909337,22.5,37.1,135.7,48.8,-87.9788345472635,7.707141111789222e-05,0.0230058980753173,0.005011473833262012,190.3,261.5,131.7,373.3,236.3,345.5
6,control,iso,cat50ref,0.8,1.0,38.03744495769739,0.00042007973438179725,32.77211753770743,0.2966035489245169,21.2,46.6,166.8,55.8,-87.97499453062535,7.823330327081674e-05,0.09518236153417241,0.014561504891050465,195.0,264.8,174.7,520.0,308.9,451.8
7,control,iso,cat50ref,1.0,1.0,38.12594813618984,0.00048394182740477934,25.259786353293464,0.2629184676942732,21.6,42.3,152.4,52.5,-87.97745821331877,7.74791955347495e-05,0.05385745327220808,0.0091789653402437,192.5,263.2,154.2,447.5,273.5,397.3
8,control,iso,cat50ref,1.2,1.0,38.20289942892719,0.000544448851388113,20.1085859202412,0.23786005367012591,22.1,39.1,142.0,50.2,-87.97827233276904,7.719702675738893e-05,0.0345004957904792,0.006346037642507774,191.0,262.0,139.9,399.5,249.7,363.5
9,control,iso,cat50ref,0.8,1.05,37.93881687441131,0.0003712717812935436,45.89729820047553,0.33282249832351574,20.9,50.7,181.7,59.2,-87.96889937736317,8.030416777740366e-05,0.21544643876758962,0.023031077578249654,197.5,266.3,195.7,598.2,349.9,521.5
10,control,iso,cat50ref,1.0,1.05,38.03903429003674,0.0004372762358805787,34.18185738203538,0.2874698322843119,21.3,45.4,162.7,54.9,-87.97565271507555,7.795407615650835e-05,0.09034456782093465,0.01279599874008636,194.1,264.1,168.7,498.5,298.4,435.0
11,control,iso,cat50ref,1.2,1.05,38.12379185074674,0.0005004358545581984,26.61411267460034,0.2564923735687994,21.7,41.4,149.5,51.8,-87.97744367906297,7.741064094954603e-05,0.05317509324875351,0.008303471571178462,191.9,262.6,150.1,433.5,266.7,387.4
12,control,iso,cat50ref,0.8,1.1,37.826823458021,0.0003227266987558318,66.17352978579542,0.3885805213452182,20.8,56.2,202.0,63.6,-87.95142352331673,8.658429655720772e-05,1.2337738574885464,0.04424604410682136,201.1,268.4,220.8,692.9,416.3,643.1
13,control,iso,cat50ref,1.0,1.1,37.93716979455234,0.0003889766229038145,46.891810783456044,0.3199904758301291,21.0,49.2,176.2,57.9,-87.97126772264849,7.936707386846064e-05,0.16907618077653083,0.019401690603724854,196.2,265.3,187.8,568.9,334.0,493.7
14,control,iso,cat50ref,1.2,1.1,38.03261213197503,0.00045453922762930593,35.421616266353155,0.2793808789134367,21.4,44.2,159.0,54.0,-87.97596585292366,7.777933128095808e-05,0.08596318140553728,0.011353372757767037,193.2,263.4,163.2,479.3,289.2,420.6
0,control,iso,ntm,0.8,0.9,38.27025333175477,0.0005715789942710921,17.86082478861502,0.22673127213730204,22.4,37.8,139.8,49.3,-87.97894870039818,7.708467100210476e-05,0.04636221546670322,0.005412116734548602,190.6,261.9,134.3,381.5,254.4,375.5
1,control,iso,ntm,1.0,0.9,38.270254991527906,0.0005715777278091374,13.86975227774515,0.22673119464874777,22.4,37.8,137.6,49.3,-87.97894857289097,7.708466633905119e-05,0.021949259883224288,0.005412116128159688,190.6,261.9,134.3,381.5,240.4,351.0
2,control,iso,ntm,1.2,0.9,38.27025633630119,0.0005715768202640176,10.627793396296198,0.22673109851453738,22.4,37.8,136.5,49.3,-87.97894844828474,7.70846400763287e-05,0.010393822328017768,0.005412112683684543,190.6,261.9,134.3,381.5,231.2,337.2
3,control,iso,ntm,0.8,0.95,38.20208297061145,0.0005287220395516097,23.359425673433158,0.24321271303802441,22.0,39.9,146.0,50.7,-87.97836741551043,7.722907683356685e-05,0.06749613651808288,0.0069227986501323065,191.4,262.5,143.1,410.1,269.6,398.2
4,control,iso,ntm,1.0,0.95,38.20208032160544,0.0005287212431745352,18.751413001293997,0.2432132891440402,22.0,39.9,144.3,50.7,-87.97836736952455,7.722910030714433e-05,0.03389528422645068,0.006922803737155764,191.4,262.5,143.1,410.1,254.9,370.8
5,control,iso,ntm,1.2,0.95,38.20208410589144,0.0005287197339880117,14.83895991123574,0.24321300396593953,22.0,39.9,143.7,50.7,-87.97836709164937,7.722908926183133e-05,0.017028749220399077,0.006922803831948021,191.4,262.5,143.1,410.1,245.5,354.5
6,control,iso,ntm,0.8,1.0,38.12595203549364,0.00048394282885986335,30.34802868212034,0.2629174203819761,21.6,42.3,153.4,52.5,-87.97745823759256,7.747915618103628e-05,0.11136172879181028,0.009178952543838293,192.5,263.2,154.2,447.5,289.1,428.8
7,control,iso,ntm,1.0,1.0,38.12594813618984,0.00048394182740477934,25.259786353293464,0.2629184676942732,21.6,42.3,152.4,52.5,-87.97745821331877,7.74791955347495e-05,0.05385745327220808,0.0091789653402437,192.5,263.2,154.2,447.5,273.5,397.3
8,control,iso,ntm,1.2,1.0,38.12595135536956,0.0004839399501769441,20.712906929471316,0.26291825416296377,21.6,42.3,152.6,52.5,-87.97745783145194,7.747918745587434e-05,0.028973261452956263,0.009178964354791867,192.5,263.2,154.2,447.5,263.8,378.1
9,control,iso,ntm,0.8,1.05,38.03904057116579,0.00043727789822569203,39.44993050294639,0.2874682301453948,21.3,45.4,162.7,54.9,-87.97565285948045,7.795398379251526e-05,0.23842935395422798,0.012795954150362868,194.1,264.1,168.7,498.5,315.2,472.2
10,control,iso,ntm,1.0,1.05,38.03903429003674,0.0004372762358805787,34.18185738203538,0.2874698322843119,21.3,45.4,162.7,54.9,-87.97565271507555,7.795407615650835e-05,0.09034456782093465,0.01279599874008636,194.1,264.1,168.7,498.5,298.4,435.0
11,control,iso,ntm,1.2,1.05,38.039030598332836,0.00043727485320068586,29.175413864781095,0.2874707962152964,21.3,45.4,163.9,54.9,-87.97565241194782,7.795412266913493e-05,0.052745898848313835,0.01279601755297408,194.1,264.1,168.7,498.5,288.4,412.0
12,control,iso,ntm,0.8,1.1,37.93717782826701,0.000388979443031056,51.715226886958924,0.3199879214031111,21.0,49.2,174.6,57.9,-87.97126850860796,7.936681427615254e-05,0.6046851635296208,0.019401490777015373,196.2,265.3,187.8,568.9,352.4,539.0
13,control,iso,ntm,1.0,1.1,37.93716979455234,0.0003889766229038145,46.891810783456044,0.3199904758301291,21.0,49.2,176.2,57.9,-87.97126772264849,7.936707386846064e-05,0.16907618077653083,0.019401690603724854,196.2,265.3,187.8,568.9,334.0,493.7
14,control,iso,ntm,1.2,1.1,37.93715831591171,0.0003889751731675183,41.918817720123045,0.3199929611166923,21.0,49.2,179.1,57.9,-87.97126728584206,7.936728264489549e-05,0.10882259186471169,0.019401804604844523,196.2,265.3,187.8,568.9,323.3,464.0
