,hf,mech,parameter,inc,lambda,max V,max Cai,max Ta,max CaTrpn,TT max V,TT max Cai,TT max Ta,TT max CaTrpn,min V,min Cai,min Ta,min CaTrpn,ADP40,ADP90,CATD30,CATD90,TAD50,TAD90
6,control,dyn,ktrpn,0.8,1.1,38.23626438877264,0.0006582269443761652,3.152987647413663,0.2216808143869318,21.9,51.6,121.6,36.2,-87.98113213957956,7.642563551358696e-05,0.12278132622995232,0.015611256258970401,189.3,260.8,131.9,334.1,278.5,411.5
7,control,dyn,ktrpn,1.0,1.1,38.23032654908588,0.0006611810315007177,3.149988228796829,0.2216591213303515,21.9,52.0,120.8,36.7,-87.98125937012783,7.638430114008187e-05,0.12265248054047359,0.015580098871433919,189.3,260.8,132.1,332.3,276.9,409.6
8,control,dyn,ktrpn,1.2,1.1,38.227267485782164,0.0006632383859668708,3.147931416300637,0.22164948890924502,21.9,52.3,120.3,36.9,-87.98135128824151,7.635447078258839e-05,0.12255961297971905,0.015562361990040914,189.3,260.7,132.1,331.1,275.8,408.4
0,control,dyn,Trpn50,0.8,1.0,38.288867969122485,0.0006547278406815546,2.976695114836159,0.21017284666423205,22.4,51.0,132.9,40.2,-87.98069437903735,7.659405824593975e-05,0.07494062676158096,0.008051047486430662,189.3,260.6,131.1,332.6,289.7,426.7
1,control,dyn,Trpn50,1.0,1.0,38.28179497354827,0.0006520790218564944,2.698752482002499,0.21186953082371104,22.4,51.2,121.5,40.2,-87.98057299725502,7.666694992356394e-05,0.04689367971978583,0.008393404236782642,189.3,260.5,131.2,333.9,270.0,404.1
2,control,dyn,Trpn50,1.2,1.0,38.2762742609832,0.0006482819435786141,2.4297711045599306,0.21362231836863396,22.3,51.5,113.8,40.1,-87.98045736240532,7.67273799554904e-05,0.03144381770629911,0.008596326897014308,189.4,260.6,131.5,335.2,256.7,388.4
3,control,dyn,Trpn50,0.8,1.05,38.263848530384536,0.0006575642192843445,3.157677165752262,0.21351111631451697,22.3,51.4,132.7,39.3,-87.98101291473719,7.644079540055684e-05,0.11292611724398083,0.009949588373433455,189.3,260.6,131.5,332.9,291.9,426.8
4,control,dyn,Trpn50,1.0,1.05,38.255289922917726,0.0006555140841218185,2.8777908835013695,0.21565175549927282,22.2,51.6,121.2,39.1,-87.98085869807123,7.654739937507885e-05,0.07272585864528493,0.011103220480419304,189.3,260.6,131.6,333.6,272.8,406.2
5,control,dyn,Trpn50,1.2,1.05,38.248679430972594,0.0006520820625533605,2.606197230141129,0.21782801524098083,22.1,51.8,113.4,38.9,-87.98069883029484,7.663841377209965e-05,0.049591432857821936,0.011514387394966507,189.4,260.6,131.8,333.9,259.9,391.9
6,control,dyn,Trpn50,0.8,1.1,38.23869156767018,0.000662292461584153,3.431539988542715,0.21872926907152238,22.0,51.8,132.5,37.7,-87.98149738994212,7.619218567629295e-05,0.18673890507403962,0.012017616756091162,189.3,260.8,132.0,333.1,294.9,427.4
7,control,dyn,Trpn50,1.0,1.1,38.23032654908588,0.0006611810315007177,3.149988228796829,0.2216591213303515,21.9,52.0,120.8,36.7,-87.98125937012783,7.638430114008187e-05,0.12265248054047359,0.015580098871433919,189.3,260.8,132.1,332.3,276.9,409.6
8,control,dyn,Trpn50,1.2,1.1,38.22380449329176,0.0006583939590035418,2.875924422118091,0.2252992235274519,21.8,52.3,112.9,30.7,-87.9810038947129,7.653525506878326e-05,0.08453409479537063,0.016530617644263956,189.3,260.8,132.2,331.0,264.9,397.3
