,hf,mech,parameter,inc,lambda,max V,max Cai,max Ta,max CaTrpn,TT max V,TT max Cai,TT max Ta,TT max CaTrpn,min V,min Cai,min Ta,min CaTrpn,ADP40,ADP90,CATD30,CATD90,TAD50,TAD90
0,gomez,dyn,cat50ref,0.8,1.0,40.235778136379906,0.00025404547175692194,1.3148399130551578,0.07873029391969212,16.5,159.5,212.6,129.8,-87.78999506157542,9.109558084070865e-05,0.19794071191373186,0.025269286896266525,237.3,345.7,301.9,594.4,405.9,602.0
1,gomez,dyn,cat50ref,1.0,1.0,40.233912960623286,0.0002607996826655525,1.1269184723240209,0.07034028895743817,16.4,152.5,205.1,124.4,-87.78776430102634,9.140788153439365e-05,0.12834793072993456,0.020033871310320223,236.7,345.4,293.0,577.8,389.3,575.7
2,gomez,dyn,cat50ref,1.2,1.0,40.23095295641352,0.0002664762796853352,0.9632749249286144,0.06309745163428729,16.3,146.9,199.1,120.2,-87.78669991791203,9.153224079746944e-05,0.09545685554046221,0.015367596027375438,236.3,345.2,285.6,567.1,371.5,539.2
3,gomez,dyn,cat50ref,0.8,1.05,40.25617858696789,0.0002572897506837723,1.4866385084909661,0.0819265585362169,16.6,157.6,208.9,125.7,-87.79239731033343,9.06761660065536e-05,0.3205575847607723,0.030297672349571758,237.1,346.0,300.9,579.6,402.0,585.5
4,gomez,dyn,cat50ref,1.0,1.05,40.25733783399599,0.0002644487800351991,1.2955551603051063,0.07354843851911094,16.5,150.4,200.8,119.9,-87.79090903889815,9.086695649357913e-05,0.21939646513372354,0.025193428075752144,236.6,345.7,291.8,564.4,384.4,575.2
5,gomez,dyn,cat50ref,1.2,1.05,40.25237748776929,0.0002703862987870169,1.1276150090882073,0.0662980911645978,16.4,144.7,194.1,113.7,-87.78816444272908,9.12663663710342e-05,0.14590943509938417,0.020294184856528303,236.1,345.4,284.0,553.2,370.8,562.2
6,gomez,dyn,cat50ref,0.8,1.1,40.281072784197875,0.0002618970622697843,1.752225072123241,0.0864742915048634,16.7,155.0,204.1,120.5,-87.79424358929539,9.031861760122312e-05,0.552148985351606,0.03727285580555777,236.9,346.4,299.3,558.9,391.0,560.6
7,gomez,dyn,cat50ref,1.0,1.1,40.28444303354717,0.00026969090030685083,1.5589307171028186,0.07809970765978101,16.6,147.4,195.0,114.3,-87.79260967531286,9.05280220864643e-05,0.42178948977042624,0.03230306456234583,236.3,346.1,289.7,544.3,374.7,561.1
8,gomez,dyn,cat50ref,1.2,1.1,40.280984409905045,0.0002758776817062557,1.3862282125928314,0.07107486263676023,16.5,141.3,187.3,96.8,-87.79041647751264,9.083928242705099e-05,0.2959274615081911,0.027160314227799603,235.9,345.7,281.6,536.3,365.7,574.8
0,gomez,dyn,ntm,0.8,1.0,40.23523114467342,0.00026389031185736716,1.5422588800658907,0.06376257635091401,16.3,147.1,208.7,125.8,-87.79043175027695,9.09809962427865e-05,0.2723142820481979,0.015856626506352237,236.4,345.3,289.4,573.4,408.3,605.2
1,gomez,dyn,ntm,1.0,1.0,40.233912960623286,0.0002607996826655525,1.1269184723240209,0.07034028895743817,16.4,152.5,205.1,124.4,-87.78776430102634,9.140788153439365e-05,0.12834793072993456,0.020033871310320223,236.7,345.4,293.0,577.8,389.3,575.7
2,gomez,dyn,ntm,1.2,1.0,40.21729407878638,0.00025464839193382774,0.8184831855905428,0.0764482589722971,16.4,159.9,205.3,120.5,-87.7836626033635,9.206579182781624e-05,0.09530650444095827,0.021577726674327138,237.3,345.3,297.6,605.8,366.9,566.2
3,gomez,dyn,ntm,0.8,1.05,40.247454814079475,0.00026538074378648494,1.6940754151854127,0.06557605160548664,16.3,146.7,206.6,123.5,-87.79160465622392,9.07726704500679e-05,0.3844562770580337,0.018446512987214243,236.4,345.5,289.2,565.9,406.4,592.1
4,gomez,dyn,ntm,1.0,1.05,40.25733783399599,0.0002644487800351991,1.2955551603051063,0.07354843851911094,16.5,150.4,200.8,119.9,-87.79090903889815,9.086695649357913e-05,0.21939646513372354,0.025193428075752144,236.6,345.7,291.8,564.4,384.4,575.2
5,gomez,dyn,ntm,1.2,1.05,40.244789389276576,0.00026072532985924377,1.0031242696361509,0.08156187849669523,16.6,155.4,197.8,109.3,-87.78469854417894,9.183391601676323e-05,0.15968435517040622,0.029195323602181595,236.9,345.6,293.7,576.9,365.2,553.0
6,gomez,dyn,ntm,0.8,1.1,40.264821454709306,0.00026783265967646083,1.9319926211880465,0.06832940838726634,16.4,145.9,203.4,120.3,-87.79279064119885,9.054581838359458e-05,0.5953220868788441,0.022442532951612283,236.3,345.8,288.8,553.5,401.7,571.5
7,gomez,dyn,ntm,1.0,1.1,40.28444303354717,0.00026969090030685083,1.5589307171028186,0.07809970765978101,16.6,147.4,195.0,114.3,-87.79260967531286,9.05280220864643e-05,0.42178948977042624,0.03230306456234583,236.3,346.1,289.7,544.3,374.7,561.1
8,gomez,dyn,ntm,1.2,1.1,40.29519930764016,0.0002713479622475059,1.3053581669271037,0.08930308341625828,16.7,147.8,187.0,89.9,-87.79099196407161,9.073502559401876e-05,0.3018801700913378,0.04191151781766488,236.3,346.1,287.5,543.8,362.0,575.4
