,mech_type,hf_type,drug_type,APD_30,APD_40,APD_50,APD_90,Tri90_30,Tri90_40,Tri90_50,CaTD_50,CaTD_80,CaTD_90,RT50,RT90,TTP,Ta_min,Ta_max,dvdt_max,RMP,V_peak,diast_Ca,syst_Ca,CaTA,DevF,EAD,pos_calc,repol_fail,qNet
877,dyn,control,chlorpromazine,171.3,194.6,213.5,269.2,97.89999999999998,74.6,55.69999999999999,180.2,274.8,333.8,164.8,343.7,136.7,0.035852699554843374,2.565989698511219,256.73128498596327,-87.98397420489167,38.436743244398514,7.657184490483046e-05,0.0006606227868652418,0.0005840509419604114,2.530136998956376,True,True,False,474.773389400785
878,dyn,control,chlorpromazine,170.7,194.0,212.7,267.9,97.19999999999999,73.89999999999998,55.19999999999999,163.9,252.6,307.4,129.4,262.7,121.6,0.020131810041577505,2.373429068736439,256.8117281718164,-87.98345138518903,38.53798680557539,7.693840384823698e-05,0.0007349667600646046,0.0006580283562163676,2.3532972586948615,True,True,False,472.56961187925936
879,dyn,control,chlorpromazine,171.2,194.6,213.5,269.2,98.0,74.6,55.69999999999999,175.8,273.2,332.3,178.4,319.2,122.3,0.17337598324878511,3.074804050559419,256.7174949423563,-87.98331970881613,38.46318207722434,7.689644118433126e-05,0.0006713936079929279,0.0005944971668085966,2.901428067310634,True,True,False,474.9683295557181
880,dyn,control,chlorpromazine,171.4,194.8,213.7,269.5,98.1,74.69999999999999,55.80000000000001,183.4,281.0,341.7,163.0,331.2,124.1,0.031049311283687066,2.3347153404824557,256.70066114130213,-87.9837439928929,38.40442053232668,7.669513643995314e-05,0.0006442014715473096,0.0005675063351073565,2.3036660291987685,True,True,False,475.61058721108395
881,dyn,control,chlorpromazine,171.5,194.9,213.7,269.6,98.10000000000002,74.70000000000002,55.900000000000034,182.8,282.5,343.9,157.8,297.4,116.2,0.05143765162181957,2.6882160414563865,256.6805491841959,-87.98325500797687,38.405026519108226,7.692748421166628e-05,0.0006422335891567532,0.0005653061049450869,2.636778389834567,True,True,False,476.02591290231794
882,dyn,control,chlorpromazine,171.2,194.5,213.4,269.0,97.80000000000001,74.5,55.599999999999994,175.6,270.2,327.8,168.4,306.7,129.7,0.06844660014629493,2.819703636580556,256.74254209115674,-87.9835777010214,38.44841646796545,7.682008436869024e-05,0.0006787942072582454,0.0006019741228895552,2.751257036434261,True,True,False,474.39185327132293
883,dyn,control,chlorpromazine,171.3,194.7,213.5,269.3,98.0,74.60000000000002,55.80000000000001,180.3,277.0,336.8,234.8,480.1,146.2,0.09902732604549863,2.834426249237722,256.7416363967634,-87.98567471380586,38.444785028686454,7.5773864527037e-05,0.0006592695568714888,0.0005834956923444518,2.7353989231922236,True,True,False,474.92603026909705
884,dyn,control,chlorpromazine,171.9,195.4,214.2,270.3,98.4,74.9,56.10000000000002,194.0,298.4,362.7,184.6,335.0,131.5,0.12003636334798541,3.0252031677549387,256.6297807937533,-87.98370765590242,38.36459004704125,7.657380639476993e-05,0.0006034796235834738,0.0005269058171887039,2.9051668044069534,True,True,False,477.2698741133232
885,dyn,control,chlorpromazine,171.2,194.6,213.4,269.0,97.80000000000001,74.4,55.599999999999994,177.6,273.1,332.7,130.3,278.7,112.1,0.006931502486228621,1.7495157890804243,256.71873561035704,-87.98324088374069,38.44849325455421,7.698403070924832e-05,0.0006622969087081454,0.0005853128779988972,1.7425842865941956,True,True,False,475.14959412473684
886,dyn,control,chlorpromazine,172.0,195.5,214.3,270.5,98.5,75.0,56.19999999999999,198.3,304.1,369.8,193.2,354.5,141.2,0.11749885474453134,3.020510196920046,256.6191928101487,-87.98482307831438,38.353664747673214,7.593373581471087e-05,0.0005907522645840973,0.0005148185287693865,2.9030113421755144,True,True,False,477.60971958789037
887,dyn,control,chlorpromazine,171.1,194.4,213.2,268.8,97.70000000000002,74.4,55.60000000000002,173.4,266.8,324.2,134.6,262.0,113.4,0.0263988941121884,2.538700828334959,256.7499265400178,-87.98343328213157,38.440988738990555,7.692517466889404e-05,0.0006870031208635703,0.0006100779461946762,2.5123019342227706,True,True,False,474.3098823988247
888,dyn,control,chlorpromazine,171.6,195.0,213.9,269.8,98.20000000000002,74.80000000000001,55.900000000000006,186.5,286.8,348.9,150.5,296.1,115.7,0.03294212974975864,2.467223007516521,256.6661682462608,-87.98333677879661,38.37690669735331,7.690072474754988e-05,0.0006284883934626683,0.0005515876687151184,2.434280877766762,True,True,False,476.4712168837493
889,dyn,control,chlorpromazine,171.0,194.4,213.2,268.6,97.60000000000002,74.20000000000002,55.400000000000034,169.1,262.4,318.7,121.2,213.7,100.2,0.046254746149228226,2.9795531986387886,256.7483187778758,-87.98306704477507,38.462751641690616,7.707138386567925e-05,0.000700765839536184,0.0006236944556705047,2.9332984524895602,True,True,False,474.3468740957303
890,dyn,control,chlorpromazine,171.3,194.7,213.5,269.3,98.0,74.60000000000002,55.80000000000001,181.5,278.0,338.4,182.3,394.1,128.6,0.023021303677456407,2.196455311858208,256.71885770038233,-87.98422786985299,38.440945124071845,7.6428912619894e-05,0.0006518308935264277,0.0005754019809065337,2.1734340081807515,True,True,False,475.21154762756976
891,dyn,control,chlorpromazine,171.1,194.4,213.3,268.9,97.79999999999998,74.49999999999997,55.599999999999966,174.1,268.3,326.5,170.5,347.3,126.7,0.038783185500395216,2.609961950659995,256.75002745165267,-87.98375204814873,38.46959391691524,7.668878837009687e-05,0.0006834827026975833,0.0006067939143274864,2.5711787651596,True,True,False,474.25292606408897
892,dyn,control,chlorpromazine,171.1,194.5,213.3,269.0,97.9,74.5,55.69999999999999,176.1,269.5,327.0,171.8,337.8,140.9,0.06116043024955342,2.7371924103020544,256.7500654025657,-87.98383161279867,38.46234329791027,7.665137916627398e-05,0.0006784046156111722,0.0006017532364448983,2.676031980052501,True,True,False,474.2001352627052
893,dyn,control,chlorpromazine,171.7,195.0,213.9,269.9,98.19999999999999,74.89999999999998,55.99999999999997,190.2,287.7,347.4,138.3,254.5,135.6,0.043925933811151494,2.584543087467515,256.6663614556062,-87.98331307256012,38.377779034889784,7.693976451567902e-05,0.0006211928663285426,0.0005442531018128636,2.5406171536563638,True,True,False,476.30494676277453
